题目,朝代,作者,内容,来源,词牌
"无题","当代","崔荣江","莫遗惭怍悔三生，略放襟怀抱九城。狭意但随黄叶死，高情还逐白云生。浪论大块拼肠曲，婉点心灯较月明。便矗江山无大纛，青衫一扯也旗旌。","Werneror",""
"无题","当代","江南雨","主义也如乔达摩，只今孰与證娑婆。世间纵有真经好，堂上偏生歪嘴多。入耳能详惟语录，凭君不朽亦虫窠。未知万代千秋后，信女善男还几何？","Werneror",""
"无题","当代","吴金水","空街皓月转三更，独坐清宵意自惊。砌下蛩声终夜唱，眼前树影半窗横。彩云空幻阳台梦，碧水难通洛浦情。一曲蒹葭多少恨，几番欲诵泪先倾。","Werneror",""
"无题","当代","伯昏子","十载乘桴天外水，一朝拭镜鬓盈霜。情无寄处于沧海，景岂能从在夕阳。黄叶来飞知旧径，红颜既老厌新妆。白云已绝蓬山约，绿耳空嘶周穆王。","Werneror",""
"无题","当代","金鉴才","镜中相对渐华颠，心远山深不计年。蠹笔今闻栖幕燕，蛮笺曾许泣啼鹃。张融拙有惊人句，臣朔贫无买酒钱。惆怅临风倚栏处，青萝漙露画春烟。","Werneror",""
"无题","当代","刘雄","影静诸天弦月移，漏添东海夜何其。维摩病减散花日，司马渴加伤酒时。镜里谁怜倾国瘦，灯前重读定情诗。于今青鸟绝尘迹，万里云罗无尽思。","Werneror",""
"无题","当代","程滨","别后芳心倩酒攻，为谁膏沐涤飞蓬。顷闻渔色无今古，始觉蛾眉在下中。愁向巫山行暮雨，梦随舜帝舞南风。伤心看取君山竹，赢得千秋万岁红。","Werneror",""
"无题","当代","胡云飞","楚水吴山遮几重，疏狂竟许两心通。冰壶玉簟虚空月，浅草垂杨暗夜风。罗袜来时唯自叹，羽衣去日可相容。此身错是光阴客，更负伊人入梦中。","Werneror",""
"无题","当代","卢青山","翠压苔深旧径封，参商谁许偶相逢。崖边古木攀藤索，水下孤花隔涧风。入梦萝衣初见雨，惊枝鸟翮又随钟。栏杆十二今遥想，冷落依然绣阁空。","Werneror",""
"无题","当代","林英男","蟪蛄秋命黯春花，菊露霜风泪一些。捞月猕猴号坠井，祭鱼水獭乐平沙。梦醒还抱水中柱，生死只缘膈上瘕。但愿子孙无此病，无忧无虑到天涯。","Werneror",""
"无题","当代","吴灏","去日几曾知是梦，上楼新月太朦胧。凤子已随春去远，南园又绿点轻红。紫荆红醉向晚开，消尽残红春日回。记得那人春衫窄，拈花微笑上楼来。","Werneror",""
"无题","当代","钱之江","上有奇谋能弭谤，民无寸铁利行师。清流白马湛波去，永夜青燐警梦时。独持微火洞虞渊，直笔犹迟右史言。此日九衢纷以目，只应公议在维园。","Werneror",""
"无题","当代","周燕婷","谁会登临意，天涯独倚楼。霜寒花未发，林暗鸟奚投。大漠三更月，长风一叶秋。江湖波渺渺，何处适行舟？","Werneror",""
"无题","当代","姚佳","家住北辰宫，淩宵两袖风。诗书忘我外，歌哭与人同。天地无非客，传闻亡是公。此间游戏耳，随处可飘篷。","Werneror",""
"无题","当代","添雪斋","北风卒岁复凌迟，炭色四维侵骨悲。立到昒昕失声咽，于深恸处真无诗。","Werneror",""
"无题","当代","裴涛","渐到恨多无语时，每逢冷暖起相思。如今偶问平安未？总是相思不自持。","Werneror",""
"无题","当代","邹金灿","领表栖迟咏在舟，如何天意许勾留。小河花月应无恙，孤客重来涕黯流。","Werneror",""
"无题","当代","张伯元","陋室无花草，因风落土多。扫来充作墨，四壁画清荷。","Werneror",""
"上山","当代","张伯元","处下识微观，登高收远虑。荆棘挂汗衣，直上千峰去。","Werneror",""
"题残荷","当代","张伯元","寂寂蝉声短，萧萧秋色凉。风来荷说法，一句一天霜。","Werneror",""
"过河南净影寺与冯顺利先生论酒","当代","张伯元","秋心一潭水，影寺几农家。坐论十分酒，七分酬桂花。","Werneror",""
"题云台山雾中奇观","当代","张伯元","疑到天台路，心花无所著。三杯不老泉，饮罢云中去。","Werneror",""
"雪中赴约","当代","张伯元","前路雪纷纷，无由道苦辛。感君思念久，报以白头人。","Werneror",""
"谢燕兄勉励，自愧","当代","张伯元","春风吹老树，芽发一何苦。新绿待搜肠，花开不敢数。","Werneror",""
"与燕兄论酒","当代","张伯元","微醺能把握，狂放莫须有。诗欲代天言，频频应问酒。","Werneror",""
"品茶","当代","张伯元","似乎能放下，却未曾拿起。欲识千山味，复向清泉里。","Werneror",""
"寺门","当代","张伯元","欲进直须进，天光犹未秋。虽言门两扇，莫向二边求。","Werneror",""
"寺中风铃","当代","张伯元","风从何处来，欲向谁家往。铜铁为闻声，泠然一合掌。","Werneror",""
"禅堂夜雨","当代","张伯元","立雨禅堂外，静听檐水声。声从流水出，原本水无声。","Werneror",""
"别永了法师","当代","张伯元","挂寺已三天，安生似百年。禅房揖别后，流水到桥边。","Werneror",""
"谒达摩洞","当代","张伯元","欲拜达摩洞，先登百丈嵩。默玄谁不解，来问过山风。","Werneror",""
"题少室山之买卖人家","当代","张伯元","鸟恋浓阴树，人依少室肩。清风如肯卖，不问几多钱。","Werneror",""
"题宝云香","当代","张伯元","昨日君邀我，名茶待品尝。松鸣玉泉水，吹过宝云香。","Werneror",""
"茶心","当代","张伯元","久存梅上雪，待客始烹茶。似觉窗摇影，开门月进家。","Werneror",""
"题桐木关晨雾","当代","张伯元","天明离热土，惜别竹林鹭。此去万重山，归来成细雨。","Werneror",""
"竹杖","当代","张伯元","外养千峰绿，内修空谷心。生逢诗客拄，随地起龙吟。","Werneror",""
"题三清山之三清宫","当代","张伯元","只此一层雾，凡人掀不开。眼前三步景，已是上天来。","Werneror",""
"题三清山之涵星池","当代","张伯元","混茫上苍水，隔雾岂能知。入夜罗星斗，胸襟似可窥。","Werneror",""
"海棠诗会题海棠花","当代","张伯元","略以香为性，恒将韵作窠。白云生五色，飘过古城河。","Werneror",""
"题凌云诗社","当代","张伯元","足音空谷中，鹤舞松风里。偶向云外看，始知仙境美。","Werneror",""
"寺钟","当代","张伯元","铜骨火中生，开光可壮行。猝闻丧乱事，拔地作长鸣。","Werneror",""
"霞","当代","张伯元","红锦从天降，童心最难得。山高追复追，为看云颜色。","Werneror",""
"野饮","当代","张伯元","日日饮清泉，我心安可侮。已知风满楼，一任荒山雨。","Werneror",""
"赏月","当代","张伯元","不以云为岸，常随风入楼。窗前二分色，独占一天秋。","Werneror",""
"听钟","当代","张伯元","为解声闻意，试敲山寺钟。原无入世响，一撞便横空。","Werneror",""
"题紫砂壶","当代","张伯元","轻振声同玉，端居每荡云。空心何淡淡，惠我不斤斤。","Werneror",""
"茶","当代","张伯元","根从云水化，性自爱山居。滤尽浮香后，清神入太虚。","Werneror",""
"山谷","当代","张伯元","吞吐阴阳气，胸藏百万兵。摩崖听远古，风带马蹄声。","Werneror",""
"与燕兄握手","当代","张伯元","兄才高八斗，暗送我三分。借二从诗去，一随天上云。","Werneror",""
"过水云楼","当代","张伯元","小渚风烟起，忧伤无可量。船来鸟飞去，四望水茫茫。","Werneror",""
"过窦圌山闻灌县蝉","当代","张伯元","欲驾飞天梦，旋来学撞钟。露甘胡不饮，心抱一山空。","Werneror",""
"冬林步月","当代","张伯元","清辉何皎洁，照树影成格。身在格中行，天地一黑白。","Werneror",""
"过京西张坊古战道","当代","张伯元","高旗悬垛口，鼓角似相闻。想见千年外，藏兵惊暮云。","Werneror",""
"听琴","当代","张伯元","泠泠三弄曲，叠叠我伤心。昨与梅花别，归来雪满襟。","Werneror",""
"听琴","当代","程滨","何事曲低回，无花只有梅。薰风涣春冻，散入乱花隈。","Werneror",""
"山居","当代","卢青山","久无意思观尘海，寄室秋梧荻叶村。葬梦堆山苔万叠，流年篆水额三横。不分时季交风雨，略得馀閒味醉醒。大可浮生从此了，中宵何事起孤吟。","Werneror",""
"山居","当代","金鉴才","最爱山居不动埃，梅花如雪满墙堆。晴岚纸上弄开合，云影徘徊入砚来。","Werneror",""
"山居","当代","张伯元","久未话桑麻，乡民已吝赊。此间云淡淡，无梦到天涯。","Werneror",""
"题风筝","当代","张伯元","有限许轻狂，高高望大荒。猝惊雷雨后，把卷面西墙。","Werneror",""
"题残碑","当代","张伯元","坐卧丫髻山，凌然存古意。曾经大劫难，无碍升云气。","Werneror",""
"题桔槔","当代","张伯元","曾怀欸乃想，白首大江空。把臂重舒展，神留四野风。","Werneror",""
"用三头盖碗品绿茶","当代","张伯元","曲水绕崇山，云开春色满。浓缩三大千，共此青花盏。","Werneror",""
"题心电图","当代","张伯元","间歇一时平，峰回赶路程。夜深无处宿，独坐到天明。","Werneror",""
"题抚仙湖抗浪鱼","当代","张伯元","浪起逐高情，湖边感壮行。死生谁为解，先死是先生。","Werneror",""
"题昆明圆通寺之衲霞屏","当代","张伯元","雨来何所动，定里不闻声。僧老无求矣，霞光作补丁。","Werneror",""
"食云南过桥米线","当代","张伯元","水火暂相当，调羹阴与阳。过桥方识味，味在勿匆忙。","Werneror",""
"乘火车钻贵州山洞","当代","张伯元","乍从明入暗，方认石成空。多少青山下，悠然忘所宗。","Werneror",""
"题榆钱","当代","张伯元","或能成栋梁，偶以钱为趣。春熟愿随风，半文羞自据。","Werneror",""
"听琴二","当代","张伯元","徐开龙凤眼，仿佛定生禅。声嵌时空里，纵横多少弦。","Werneror",""
"过汉源书店","当代","张伯元","咖啡聊胜无，间有紫砂壶。客自低声语，怕惊邻坐儒。","Werneror",""
"又过居庸关两首 其一","当代","张伯元","行到长城边，绿肥红已皱。徘徊不见人，长啸穿云后。","Werneror",""
"又过居庸关 其二","当代","张伯元","行到长城边，踌躇向左右。时有树摇曳，绝壁仍依旧。","Werneror",""
"画家刘崇色盲而画犹浓郁，观画展感赋三首 其一","当代","张伯元","浓淡水分墨，爱憎心造形。秋深红褪后，色在一山青。","Werneror",""
"画家刘崇色盲而画犹浓郁，观画展感赋三首 其二","当代","张伯元","门开山水阔，耳静意凌空。每入层林去，归来微醉中。","Werneror",""
"画家刘崇色盲而画犹浓郁，观画展感赋三首 其三","当代","张伯元","九天何朗朗，黑白尽铺张。错点红黄色，今年来早霜。","Werneror",""
"题茶禅一品","当代","张伯元","太姥产白茶，采制多辛苦。慕茗劳主人，瀹起山中雾。","Werneror",""
"闻海楼谒居庸关感赋","当代","张伯元","问君何所去，明日访居庸。记得雄关里，仍存尚古松。","Werneror",""
"别海楼","当代","张伯元","春花犹未谪，为送江阴客。拱手道别离，夕下何促迫。","Werneror",""
"瞻延庆千家店600年白榆树","当代","张伯元","生死如何了，深山做草民。有钱非所愿，洒向去来人。","Werneror",""
"题延庆农家院","当代","张伯元","山雀方嘤嘤，青李已落落。乡邻不锁门，看家是芍药。","Werneror",""
"题延庆硅化木","当代","张伯元","原无存世想，独卧任天荒。纵有王侯命，淡如张子房。","Werneror",""
"海棠树下读书风来落英缤纷流韵满篇 其一","当代","张伯元","树下读春光，适逢花落也。信是解书香，不用之乎者。","Werneror",""
"海棠树下读书风来落英缤纷流韵满篇 其二","当代","张伯元","天象太朦胧，童心祈一省。掩卷存三年，待取唐诗境。","Werneror",""
"悼茶人张公大为先生","当代","张伯元","鹤背有清风，先生乘鹤翥。待我敬新茶，仰望云深处。","Werneror",""
"谒延庆珍珠泉","当代","张伯元","百里寻故人，山深何寂寂。阿珠在也未，例是敲石壁。","Werneror",""
"题宣纸折扇","当代","张伯元","看似附庸手，能撑松骨儒。冷香何飒飒，上有雪梅图。","Werneror",""
"游黄岗山","当代","张伯元","青峰沐夜雨，沿路间铺花。知是云中落，拾来香满车。","Werneror",""
"题桐木关大竹岚风景兼赠老兴","当代","张伯元","竹海大胸怀，高情亘古栽。交心不用酒，云上看云开。","Werneror",""
"题桐木关麻粟村","当代","张伯元","村古积云重，山危知命轻。若非闻鸟语，岁月已无声。","Werneror",""
"再过桐木关桃源峪","当代","张伯元","转眼已三年，重来迷树烟。溪边一洗目，云去水流天。","Werneror",""
"品桐木关老树茶兼赠徐善维","当代","张伯元","高山采野茶，柯烂且回家。煮罢无人识，唯留一片霞。","Werneror",""
"赠桐木关老茶人","当代","张伯元","何故彼恂恂，声闻久绝尘。客来茶可问，切莫问逃秦。","Werneror",""
"赠桐木关水华","当代","张伯元","今年新制茶，其味自成家。赠与幽燕客，主人何太奢。","Werneror",""
"题后海集贤堂赠宋堂主","当代","张伯元","堂主何其独，梅花雪一壶。老丛新试水，轻啜月轮孤。","Werneror",""
"题天津美院陈福春先生画","当代","张伯元","笔尖行尺咫，人间八百里。买此一片山，日高睡不起。","Werneror",""
"夜宿怀柔后安岭村，睡前沐浴发现未带洗漱用品","当代","张伯元","至晚月东升，大象不言美。所思无尘埃，清风复清水。","Werneror",""
"过怀柔老徐石博物小院","当代","张伯元","主人不费钱，徜徉乱石里。或有奇可存，闲来看云起。","Werneror",""
"题怀柔后安岭村之阉鸡吊嗓","当代","张伯元","此地天明早，村风别有情。荒鸡三四个，合作不时鸣。","Werneror",""
"题怀柔新地村山洞养殖之娃娃鱼","当代","张伯元","洞中天地殊，偶尔作童呼。腹有穷年史，高谈一句无。","Werneror",""
"过怀柔某饭店闻老板呼鸡有感","当代","张伯元","声声唤小凤，满座俱称奇。莫是人情薄，慈悲向物移。","Werneror",""
"少林银杏叶","当代","张伯元","霜有无声色，红黄皆入冬。来之可安也，要去不关风。","Werneror",""
"题润瑶家一款武夷岩茶——马头岩肉桂","当代","张伯元","忽来方外香，欲言言不得。为问识广者，一时皆语塞。","Werneror",""
"题桐木关老兴之水仙茶","当代","张伯元","异秉得天和，一品倾人国。只因不寻常，寻常问谁识。","Werneror",""
"题天心寺钟声","当代","张伯元","山静夜来早，寺钟声振高。自知心不远，隔耳已能搔。","Werneror",""
"天心寺夜题陈初光师兄之初心茶业","当代","张伯元","源自名山水，清高直到今。芬芳皆过眼，不昧是初心。","Werneror",""
"题广济寺方丈演觉大和尚","当代","张伯元","入夜寻方丈，天边初月心。音容何所忆，水静不知深。","Werneror",""
"乙未立冬后三日为曹天文先生题兰二首 其一","当代","张伯元","款款出山谷，泠泠施素妆。仿形方几笔，白纸已生香。","Werneror",""
"乙未立冬后三日为曹天文先生题兰二首 其二","当代","张伯元","难从枝蔓繁，心自花叶简。颜色何足论，还君正法眼。","Werneror",""
"乙未立冬后三日为曹天文先生题竹","当代","张伯元","沉吟魏晋风，念念苏子语。凭君笔一支，清风随赠与。","Werneror",""
"为《白鹤滩日记》杀青 其一","当代","张伯元","我有一张琴，泠泠发古音。近来多不语，月未到天心。","Werneror",""
"为《白鹤滩日记》杀青 其二","当代","张伯元","我有一张琴，寻常不发音。每当秋水静，来印碧潭心。","Werneror",""
"为《白鹤滩日记》杀青 其三","当代","张伯元","我有一张琴，弦断无须补。以指叩空空，大音稀远古。","Werneror",""
"为芳汀古琴题名《天晴》并诗","当代","张伯元","天音常作雨，深谷自幽才。忽有松风起，不知云散开。","Werneror",""
"景星岩","当代","陈伟强","孤峰高万丈，松下尽流云。天风一来去，松子落纷纷。","Werneror",""
"游鼓浪屿","当代","陈伟强","幽径不辞千遍行，楼阴小立望罗旌。花间一串清音过，知是琴声是浪声？","Werneror",""
"咏万石莲寺中红梅","当代","陈伟强","山寺庭前一树梅，疏疏淡淡破寒开。东风不解沙门律，却把胭脂抹上来。","Werneror",""
"相思","当代","程滨","小窗琴啸几丁宁，辜负桃红莲已青。有限生涯留恨史，无聊时节默心经。人间厉鬼携谁去，天上明王自我听。见说相思不相见，怕他相见太温馨。","Werneror",""
"相思","当代","陈伟强","去年同种木芙蓉，今日花开人不同。若问相思何所似，浅红堆里隐深红。","Werneror",""
"昨夜","当代","卢青山","昨夜碧落仙人死，泣月流光凝涩滞。纷星河汉游磷火，归墟无声三山堕。玉树飘风挂白幡，绿萼罢舞招楚些。层层掘穴垒青山，千年败棘倒披悬。我曳孤囊不回顾，黑云压肩摧心腑。满地茫茫尸肉走，我即无魂不为忤。蕙兰衰枯杜若老，白日无为成永照。地折天倾海为倒，屠沽把盏为共笑。","Werneror",""
"昨夜","当代","陈伟强","昨夜重寻旧札看，少年情事美如昙。临明一阵纤纤雨，不湿空阶湿枕函。","Werneror",""
"送别","当代","陈伟强","斜阳烟浦水茫茫，折得杨枝照客觞。从此离愁如柳絮，春风一过便飞扬。","Werneror",""
"寄无锡赵亚娟女史","当代","陈伟强","海天一望碧无涯，鸥鹭双飞逐落霞。想得梁溪今夜月，银辉照冷白莲花。","Werneror",""
"游灵岩山","当代","陈伟强","吴王宫化梵王宫，古木森森落晚钟。凤屧不来香径冷，野蜂飞上玉芙蓉。","Werneror",""
"本事诗次苏曼殊韵 其一","当代","陈伟强","睹燕无端思盼盼，扫花有意效颦颦。晓吟却向风前立，万点飞红一病身。","Werneror",""
"本事诗次苏曼殊韵 其二","当代","陈伟强","寒烟凝作纤纤玦，落日熔成宛宛诗。相看争如相忘好，恩深翻在袂分时。","Werneror",""
"本事诗次苏曼殊韵 其三","当代","陈伟强","红冰从此凝鸳枕，深梦芙蓉浅梦云。想得蓬山春似海，碧桃露染茜罗裙。","Werneror",""
"本事诗次苏曼殊韵 其四","当代","陈伟强","未免有情听夜箫，可能无语看春潮？禅心不逐风幡动，吟魄依然绕谢桥！","Werneror",""
"寄远","当代","陈忠平","云沈雁声冻，霜气漫孤台。彼路长伊阻，此愁遥自来。萧骚还渺漠，跂立复徘徊。嗟有我知己，郁怀深不开。","Werneror",""
"寄远","当代","陈伟强","一自梨花开别离，梨云萦梦为相思。相思梦里梨花落，落尽梨花君不知。","Werneror",""
"寄远","当代","陈振家","天地不仁悲暂分，子规啼叫最思君。群峰散作青霜剑，截断东归万里云。","Werneror",""
"福清林光爱先生询余近况，诗以答之","当代","陈伟强","沉水旃檀次第灰，自弹绿绮自低回。竹山诗侣如相问，寒雨潇潇一病梅。","Werneror",""
"有赏花之约，因病不赴","当代","陈伟强","春光遍采入诗囊，新句清于梅蕊霜。何事花开犹拥被？满楼药气比花香。","Werneror",""
"秋夜","当代","陈振家","万壑涂霜月色寒，深宵起坐怯衣单。夜枭底事当窗哭，幽蚓何愁绕砌弹。欲写数行排紊绪，竟无一句入毫端。鼠儿见我沉吟久，转过油灯带诧看。","Werneror",""
"秋夜","当代","陈伟强","谁解怜侬宛转歌？银蟾无语照枯荷。凭栏已觉秋风冷，衾比秋风冷更多！","Werneror",""
"秋夜","当代","余菊庵","火云压地仍奇热，银汉横空又立秋。月堕半天人未睡，屐声时听过街头。","Werneror",""
"秋夜","当代","周燕婷","花影秋池上，窥帘月自凉。西风随意起，搅动一天霜。","Werneror",""
"春望","当代","陈忠平","煖到鄱湖谁早知，浣花浣梦浣罗衣。砧敲晓月炊烟破，影弄晴波思绪飞。十丈软尘销骨薄，一堤乱絮裹愁肥。可怜望帝春心永，红点啼痕子不归。","Werneror",""
"春望","当代","陈伟强","鸿影初投潋滟杯，望江楼上久徘徊。天边点点相思血，知是红梅带雪开。","Werneror",""
"素心女史赠我玉佩，报以沉香","当代","陈伟强","佳人赠我玉无暇，报以沉香小篆斜。却忆江南明月夜，素烟深护碧桃花。","Werneror",""
"题蒋芝仪女史《栀子花图》","当代","陈伟强","一度临风折玉枝，十年花下写相思。丹青不是无情物，夜夜幽香沁绣帷。","Werneror",""
"游白鹿洞","当代","陈伟强","白鹿今何在？仙人去不还。轻烟生古洞，寒日入空山。寺隐钟声杳，径幽苔色斑。野僧知客意，敷座说禅关。","Werneror",""
"游太湖","当代","陈伟强","五湖秋水阔，画舫往来繁。波纳南天雨，潮开北极门。云街观舞鹤，月渚听潜鼋。三白堪烹否？红楼酒旆翻。","Werneror",""
"游虎丘","当代","陈振家","不到虎丘诚憾事，苏子佳言岂浪评。绝壑陡崖衔翠树，飞桥斜塔悦青睛。石头曾听生公法，山肋并沾吴主名。人物风光两堪醉，云岩行遍有余情。","Werneror",""
"宿石竹山道院","当代","陈伟强","道人多野性，结宇白云旁。石冷溪声脆，筠深日影苍。松花覆幽径，山霭断长廊。欲作游仙梦，倚床观鹤翔。","Werneror",""
"夜起","当代","陈伟强","中宵不能寐，卷幔起彷徨。铃定风无语，菊摇霜有香。扑萤星在手，望月雪沾裳。坐爱清秋夜，还衾句满囊。","Werneror",""
"夜起","当代","胡云飞","朝朝市井说悲欣，夜雨秋窗忽失音。梦里方知真痛处，灵蛇衔火暗焚心。","Werneror",""
"梅花","当代","陈伟强","缟衣素履足风流，敛绪怀芳倚玉楼。香冷应知蝶难近，韵清唯有竹堪俦。空山流水悠悠梦，明月飞霜淡淡愁。试问百花零落后，一分春色为谁留？","Werneror",""
"咏白海棠·次《红楼梦》韵","当代","陈伟强","天花昨夜落蓬门，海月圆圆当玉盆。是有情时真绝代，到无香处更销魂。蕊中常见秋鸿影，枝上犹存春梦痕。露重霜清消受了，满城寒雨又黄昏。","Werneror",""
"落花","当代","陈伟强","水上飘零尘里翻，东风原不解温存。苔间点点疑鹃血，月下翩翩是蝶魂。飞尽千红春有梦，销成一碧泪无痕。骚人多感多情思，犹向空枝倾玉樽。","Werneror",""
"落花","当代","卢青山","朝来散萼满庭中，一寸残心一寸红。自是凋零缘定命，不关时季雨和风。","Werneror",""
"落花","当代","程滨","多情误逐车，一片春狼籍。以手罥飞花，花飞穿指隙。","Werneror",""
"柳絮","当代","陈伟强","韶华本是无形物，何事纷纷入茜纱？未委地时全似雪，到随风处始成花。天涯自古多香冢，故树于今只暮鸦。思重身轻侬与汝，凤飘鸾泊总堪嗟。","Werneror",""
"柳絮","当代","崔荣江","讵忍癫狂覆诟尘，应清白处认前身。晶莹六出曾比拟，还去天涯报一春。","Werneror",""
"柳絮","当代","傅义","袅袅婷婷扑面来，十分亲昵了无猜。那知顷刻溜将去，负负徒呼觅翠埃。","Werneror",""
"感旧","当代","陈伟强","微吟短叹总无端，听雨听风便黯然。清泪愔愔红枕匣，春愁渐渐绿诗笺。未言先怯真成癖，欲笑还颦可是癫？我自多情寻好梦，那堪梦里一声鹃！","Werneror",""
"与海上张青云先生同游北海公园，先生赋诗纪游，因次其韵","当代","陈伟强","劲草寒风紫苑秋，江南词客并舟游。湖含王气堪称海，塔带天香便是洲。两岸丹枫明似火，一篙绿水润如油。棹歌未彻骊歌起，落日沧波无限愁。","Werneror",""
"常熟吊钱柳墓二首 其一","当代","王蛰堪","虞山吟屐值清秋，细雨轻阴话旧游。四百年来残劫外，乡人谁识绛云楼。","Werneror",""
"常熟吊钱柳墓二首 其二","当代","王蛰堪","风流百代足堪誇，际遇彷徨命也差。红豆山庄何处是，秋寒独吊夕阳斜。","Werneror",""
"木兰花 甲午冬，予居处夹道多南天竹，朱实如豆，团圞可爱，而通体皆毒，食之心死","当代","石任之","珊瑚结作相思子。重揾去年花下泪。感春天气欲生尘，忆旧心情同拾翠。冬风谁信多情以。此毒伤心心即死。化灰化骨替人红，深意临歧能语未。","Werneror",""
"自题兰石小幅","当代","王蛰堪","九畹愁苗谁会得，幽香已绝无由觅。拚将描取百千缣，为恐来生不相识。","Werneror",""
"怀柔之什三首 其一 青龙峡","当代","王蛰堪","何年深谷号青龙，胜日登临一望穷。绝壁层崖斜照外，漫从残迹认烟烽。","Werneror",""
"怀柔之什三首 其二 满族乡","当代","王蛰堪","堪怜旧俗近无遗，支脉犹能话八旗。民主终教救中国，无分鞑虏与蛮夷。","Werneror",""
"怀柔之什三首 其三 白桦林","当代","王蛰堪","世外旧津何处寻，银装世界雪添襟。鸥边相与清幽地，最是怀柔白桦林。","Werneror",""
"渝州南滨路临江茗话次酬喜英兄","当代","王蛰堪","十载期相见，佳盟證水湾。不因无尽念，肯寄一身闲。奇节标坛坫，高风动宇寰。知君临别意，休更唱阳关。","Werneror",""
